rank,country,price_to_income_ratio,gross_rental_yield_city_centre,gross_rental_yield_outside_of_centre,price_to_rent_ratio_city_centre,price_to_rent_ratio_outside_of_city_centre,mortgage_as_percentage_of_income,affordability_index,Year
5,Singapore,22.2,2.7,3.2,37.5,31.6,138.6,0.7,2018
6,Vietnam,21.3,4.9,7.0,20.3,14.4,227.3,0.4,2018
7,Azerbaijan,20.1,5.4,5.4,18.7,18.6,227.7,0.4,2018
8,Peru,18.9,4.8,5.3,20.8,18.8,227.8,0.4,2018
9,Uruguay,18.5,5.0,4.7,20.1,21.5,193.0,0.5,2018
10,Ukraine,18.2,6.0,6.6,16.6,15.2,387.9,0.3,2018
11,Colombia,18.1,4.2,4.4,23.9,22.6,249.8,0.4,2018
12,Philippines,17.8,4.2,3.6,24.0,28.0,172.8,0.6,2018
13,Serbia,17.2,3.2,3.4,31.3,29.5,129.7,0.8,2018
14,Brazil,16.3,4.1,4.2,24.6,24.0,216.0,0.5,2018
15,Belarus,16.0,5.0,4.6,20.1,21.7,298.6,0.3,2018
16,Montenegro,15.1,3.4,4.0,29.1,25.3,139.5,0.7,2018
17,Moldova,14.8,6.4,6.6,15.5,15.2,205.9,0.5,2018
18,Taiwan,14.4,1.4,1.8,69.2,56.5,87.3,1.1,2018
19,Albania,14.3,3.7,4.8,27.1,21.1,129.2,0.8,2018
20,Panama,14.1,8.2,8.0,12.2,12.6,113.8,0.9,2018
21,South Korea,14.0,1.8,1.9,55.7,53.7,98.2,1.0,2018
22,Israel,13.9,2.6,3.1,38.0,32.7,94.4,1.1,2018
23,Lebanon,13.7,5.0,5.9,19.9,16.9,121.3,0.8,2018
24,Armenia,13.6,6.7,5.6,15.0,17.7,194.5,0.5,2018
25,North Macedonia,13.6,3.9,3.7,25.5,26.8,122.5,0.8,2018
26,Tunisia,13.5,4.2,4.9,23.7,20.4,123.2,0.8,2018
27,Hungary,13.3,4.5,5.3,22.3,18.7,113.0,0.9,2018
28,Morocco,13.3,5.3,5.1,18.7,19.8,112.1,0.9,2018
29,Chile,13.1,4.4,4.3,22.9,23.1,101.3,1.0,2018
30,Indonesia,13.1,4.6,4.8,21.9,20.7,136.1,0.7,2018
31,Lithuania,13.0,4.0,4.2,25.2,23.7,79.1,1.3,2018
32,Ecuador,13.0,5.4,5.1,18.5,19.6,161.7,0.6,2018
33,Kazakhstan,12.8,6.3,5.9,16.0,16.8,229.9,0.4,2018
34,Czech Republic,12.7,3.7,4.1,26.8,24.5,77.4,1.3,2018
35,Dominican Republic,12.7,6.6,6.5,15.2,15.4,172.9,0.6,2018
36,Egypt,12.7,6.9,6.7,14.5,14.9,207.7,0.5,2018
37,Kosovo (Disputed Territory),12.7,3.7,4.9,27.1,20.4,109.4,0.9,2018
38,Japan,12.6,2.0,2.6,49.3,39.1,71.0,1.4,2018
39,Pakistan,12.5,4.4,4.1,22.6,24.3,159.6,0.6,2018
40,Bangladesh,12.5,3.8,3.4,26.1,29.3,161.6,0.6,2018
41,Iran,12.5,6.6,8.0,15.1,12.5,238.6,0.4,2018
42,Georgia,12.4,7.2,7.6,13.9,13.1,154.6,0.6,2018
43,Bosnia And Herzegovina,11.6,3.4,3.1,29.1,31.8,101.0,1.0,2018
44,Russia,11.4,6.3,6.5,15.9,15.5,154.8,0.6,2018
45,Luxembourg,11.2,3.9,4.0,25.4,25.2,67.6,1.5,2018
46,Croatia,11.1,3.6,3.7,27.9,26.8,90.6,1.1,2018
47,Switzerland,10.9,2.6,3.0,37.7,33.4,62.8,1.6,2018
48,Bolivia,10.8,5.6,6.1,17.9,16.4,95.6,1.0,2018
49,Argentina,10.7,4.2,4.2,23.8,23.8,286.2,0.3,2018
50,Sweden,10.5,2.6,3.4,38.4,29.7,63.0,1.6,2018
51,Portugal,10.0,5.5,6.4,18.1,15.7,65.6,1.5,2018
52,France,9.9,3.2,3.7,31.3,27.4,60.8,1.6,2018
53,Italy,9.9,3.5,4.3,28.3,23.4,63.2,1.6,2018
54,Slovakia,9.9,5.5,5.8,18.1,17.4,59.6,1.7,2018
55,Poland,9.8,4.9,5.3,20.4,18.9,69.6,1.4,2018
56,Latvia,9.8,5.2,5.4,19.4,18.4,64.6,1.5,2018
57,Malta,9.7,5.8,6.8,17.2,14.8,68.9,1.5,2018
58,India,9.7,3.1,3.8,32.8,26.4,112.2,0.9,2018
59,Malaysia,9.6,3.7,4.2,26.7,23.9,73.4,1.4,2018
60,Austria,9.6,3.6,3.9,27.8,25.9,58.7,1.7,2018
61,Greece,9.5,4.0,4.3,25.0,23.0,70.7,1.4,2018
62,United Kingdom,9.3,3.9,4.6,25.8,21.7,63.3,1.6,2018
63,Estonia,9.2,4.2,4.4,24.1,22.6,58.1,1.7,2018
64,Romania,9.1,4.8,4.8,20.8,20.7,62.5,1.6,2018
65,Turkey,8.9,5.2,6.1,19.2,16.3,123.6,0.8,2018
66,Norway,8.7,3.6,4.1,27.5,24.4,55.5,1.8,2018
67,Iraq,8.6,6.5,7.5,15.3,13.4,119.8,0.8,2018
68,Bulgaria,8.6,5.4,5.7,18.4,17.5,67.0,1.5,2018
69,Slovenia,8.4,4.2,4.1,24.1,24.4,59.0,1.7,2018
70,New Zealand,8.2,4.8,4.9,20.7,20.3,64.3,1.6,2018
71,Germany,8.0,3.6,3.9,28.0,25.6,48.3,2.1,2018
72,Spain,8.0,4.7,5.6,21.4,18.0,49.8,2.0,2018
73,Costa Rica,7.9,7.3,7.5,13.7,13.3,91.3,1.1,2018
74,Mexico,7.8,6.5,6.2,15.4,16.2,97.3,1.0,2018
75,Ireland,7.6,6.2,7.5,16.2,13.4,54.8,1.8,2018
76,Finland,7.5,3.7,4.6,26.7,21.9,43.3,2.3,2018
77,Australia,7.4,5.0,5.2,20.1,19.4,56.1,1.8,2018
78,Jordan,7.3,7.3,8.2,13.8,12.2,70.3,1.4,2018
79,Denmark,7.2,4.2,4.8,23.9,20.9,44.7,2.2,2018
80,Belgium,7.1,4.9,4.9,20.3,20.3,44.9,2.2,2018
81,Iceland,6.9,6.7,7.5,14.9,13.3,60.0,1.7,2018
82,Netherlands,6.7,5.3,6.2,18.8,16.3,43.1,2.3,2018
83,Canada,6.1,5.4,6.0,18.7,16.6,40.4,2.5,2018
84,Palestine,5.4,6.2,6.6,16.2,15.1,50.1,2.0,2018
85,Cyprus,5.3,5.5,5.7,18.3,17.6,39.2,2.6,2018
86,United Arab Emirates,4.9,10.3,10.6,9.7,9.4,35.9,2.8,2018
87,South Africa,3.5,10.2,10.3,9.8,9.7,41.8,2.4,2018
88,United States,3.3,10.8,11.8,9.3,8.5,24.1,4.1,2018
89,Saudi Arabia,2.8,7.8,8.3,12.8,12.0,19.9,5.0,2018
1,Hong Kong,49.4,1.8,1.9,54.5,53.8,310.6,0.3,2019
2,China,29.1,1.8,2.0,54.5,49.9,231.3,0.4,2019
3,Taiwan,28.9,2.0,2.4,50.7,42.0,174.6,0.6,2019
4,Sri Lanka,26.3,3.4,3.3,29.4,30.8,403.4,0.2,2019
5,Nepal,25.1,2.4,2.9,42.0,34.9,325.5,0.3,2019
6,Thailand,21.9,3.5,3.7,28.4,27.3,182.0,0.5,2019
7,Philippines,21.8,3.5,3.7,28.5,26.7,206.7,0.5,2019
8,Singapore,21.6,2.4,2.7,42.1,37.0,133.1,0.8,2019
9,Algeria,21.2,2.7,3.0,36.8,33.1,180.4,0.6,2019
10,Vietnam,19.7,4.5,5.8,22.5,17.4,209.4,0.5,2019
11,Argentina,19.0,2.6,2.8,38.9,35.1,566.2,0.2,2019
12,Colombia,18.8,4.4,4.7,22.6,21.1,253.3,0.4,2019
13,Brazil,18.7,3.7,3.8,26.8,26.1,219.8,0.5,2019
14,Serbia,18.6,3.0,3.3,32.9,30.2,133.1,0.8,2019
15,South Korea,17.6,1.4,1.7,73.7,57.6,122.1,0.8,2019
16,Azerbaijan,17.2,5.0,5.7,19.9,17.6,178.9,0.6,2019
17,Iran,16.9,5.8,7.1,17.2,14.2,335.2,0.3,2019
18,Peru,16.0,4.8,5.7,20.7,17.6,186.9,0.5,2019
19,Albania,15.2,4.3,5.3,23.4,19.0,128.8,0.8,2019
20,Czech Republic,15.2,3.3,3.7,30.3,26.9,96.3,1.0,2019
21,Morocco,14.7,4.6,4.4,21.7,22.5,122.9,0.8,2019
22,Ukraine,14.3,6.5,7.6,15.5,13.2,291.4,0.3,2019
23,Belarus,14.3,4.8,4.6,21.0,22.0,212.6,0.5,2019
24,Armenia,14.1,6.4,6.3,15.7,15.9,187.1,0.5,2019
25,Pakistan,14.1,4.1,4.0,24.3,25.0,184.1,0.5,2019
26,Uruguay,14.0,4.2,4.2,23.5,23.8,143.8,0.7,2019
27,Israel,14.0,2.7,3.1,37.5,32.1,97.1,1.0,2019
28,Moldova,13.8,5.7,6.4,17.7,15.7,183.1,0.5,2019
29,Indonesia,13.8,5.1,5.1,19.7,19.6,143.3,0.7,2019
30,Montenegro,13.7,4.1,4.1,24.4,24.2,119.8,0.8,2019
31,Dominican Republic,13.7,6.3,6.9,15.9,14.5,194.7,0.5,2019
32,North Macedonia,13.7,4.0,4.0,24.8,24.9,120.3,0.8,2019
33,Egypt,13.6,6.1,6.4,16.5,15.5,200.8,0.5,2019
34,Chile,13.5,4.3,4.2,23.4,24.0,98.9,1.0,2019
35,Lebanon,13.4,5.1,6.3,19.8,15.8,117.8,0.8,2019
36,Ecuador,13.1,5.4,5.0,18.4,19.9,161.9,0.6,2019
37,France,12.9,2.6,3.1,39.2,31.9,76.3,1.3,2019
38,Portugal,12.7,4.9,6.3,20.2,15.8,81.0,1.2,2019
39,Georgia,12.7,6.6,7.3,15.1,13.8,164.7,0.6,2019
40,Panama,12.7,8.1,7.8,12.4,12.7,101.4,1.0,2019
41,Hungary,12.6,4.4,5.0,23.0,20.1,105.2,1.0,2019
42,Russia,12.4,5.9,6.0,17.1,16.6,149.1,0.7,2019
43,Bangladesh,12.3,3.3,3.8,30.0,26.2,153.8,0.7,2019
44,Bosnia And Herzegovina,12.3,3.2,3.1,31.0,32.0,100.3,1.0,2019
45,Tunisia,12.3,4.6,4.9,21.9,20.4,115.8,0.9,2019
46,Luxembourg,11.6,4.0,4.2,25.1,23.7,70.4,1.4,2019
47,Croatia,11.6,3.5,3.6,28.9,28.0,89.9,1.1,2019
48,Kazakhstan,11.5,7.2,6.5,13.8,15.3,203.2,0.5,2019
49,Guatemala,11.4,6.3,7.5,15.9,13.4,115.1,0.9,2019
50,India,11.3,2.9,3.6,34.7,28.1,125.8,0.8,2019
51,Japan,11.2,2.5,3.1,40.3,32.6,64.1,1.6,2019
52,Lithuania,11.1,4.2,4.4,23.9,22.8,68.4,1.5,2019
53,Kosovo (Disputed Territory),11.1,4.1,5.1,24.2,19.7,90.4,1.1,2019
54,Malta,10.8,5.8,7.1,17.3,14.1,76.0,1.3,2019
55,Slovakia,10.3,5.4,5.3,18.5,19.0,61.5,1.6,2019
56,Poland,10.3,4.9,5.2,20.6,19.3,73.6,1.4,2019
57,Sweden,10.3,2.8,3.5,35.9,28.6,67.8,1.5,2019
58,Mexico,10.2,5.7,5.8,17.6,17.2,126.6,0.8,2019
59,Slovenia,10.2,3.8,3.9,26.6,25.8,70.0,1.4,2019
60,Romania,10.2,4.4,4.5,22.7,22.0,72.8,1.4,2019
61,Austria,10.1,3.4,3.9,29.1,25.6,62.1,1.6,2019
62,Bolivia,10.1,6.5,7.1,15.4,14.0,94.2,1.1,2019
63,Italy,10.0,3.7,4.5,27.2,22.3,62.2,1.6,2019
64,Greece,9.8,4.3,4.2,23.4,24.0,76.9,1.3,2019
65,Malaysia,9.8,3.8,4.0,26.1,25.0,74.4,1.3,2019
66,Switzerland,9.6,2.8,3.2,35.3,31.4,56.0,1.8,2019
67,Latvia,9.4,4.7,5.3,21.4,18.8,60.4,1.7,2019
68,Costa Rica,9.3,6.9,6.6,14.5,15.1,104.6,1.0,2019
69,Estonia,9.3,4.2,4.3,23.9,23.2,60.0,1.7,2019
70,Turkey,9.3,4.9,5.7,20.4,17.4,185.4,0.5,2019
71,Spain,9.2,4.4,5.1,22.8,19.6,58.0,1.7,2019
72,United Kingdom,9.2,4.0,4.3,25.2,23.3,62.2,1.6,2019
73,Germany,9.0,3.3,3.6,29.9,27.9,54.2,1.8,2019
74,Iraq,9.0,6.3,7.4,15.9,13.5,110.6,0.9,2019
75,Bulgaria,8.7,5.2,5.9,19.1,17.0,65.3,1.5,2019
76,Norway,8.4,3.8,4.3,26.2,23.2,54.1,1.8,2019
77,New Zealand,8.3,4.6,4.9,21.9,20.4,65.2,1.5,2019
78,Finland,8.0,3.5,4.4,28.7,22.9,46.1,2.2,2019
79,Ireland,7.9,5.5,7.2,18.1,14.0,56.6,1.8,2019
80,Jordan,7.7,6.8,7.7,14.8,12.9,76.7,1.3,2019
81,Canada,7.7,4.4,5.3,22.9,19.0,53.3,1.9,2019
82,Australia,7.6,4.6,4.8,21.7,20.9,57.4,1.7,2019
83,Netherlands,7.4,5.2,5.8,19.1,17.2,46.9,2.1,2019
84,Belgium,7.2,5.0,5.0,19.8,20.0,44.1,2.3,2019
85,Cyprus,7.2,6.2,6.7,16.1,14.9,50.9,2.0,2019
86,Denmark,6.9,4.5,4.9,22.4,20.5,42.5,2.4,2019
87,Iceland,6.6,6.8,7.4,14.6,13.6,58.0,1.7,2019
88,Qatar,5.7,7.0,7.3,14.4,13.8,44.3,2.3,2019
89,Palestine,5.4,5.9,6.6,17.0,15.2,53.6,1.9,2019
90,United Arab Emirates,4.4,10.2,10.7,9.8,9.4,31.5,3.2,2019
91,South Africa,4.1,9.6,11.2,10.5,9.0,49.2,2.0,2019
92,United States,3.6,10.4,11.2,9.6,8.9,26.8,3.7,2019
93,Saudi Arabia,2.9,6.8,7.7,14.7,13.0,20.6,4.8,2019
1,Venezuela,133.3,6.2,6.5,16.1,15.5,3025.0,0.0,2020
2,Syria,60.8,2.7,3.0,36.9,33.3,662.8,0.2,2020
3,Hong Kong,47.5,1.8,1.8,56.5,54.7,303.3,0.3,2020
4,Cambodia,42.3,4.8,6.2,20.9,16.1,479.5,0.2,2020
5,Kenya,31.6,2.1,4.1,46.6,24.5,472.2,0.2,2020
6,Sri Lanka,31.1,2.9,2.4,34.8,42.3,478.8,0.2,2020
7,China,29.1,1.7,1.9,58.3,52.4,231.7,0.4,2020
8,Iran,25.1,4.9,5.4,20.3,18.4,515.5,0.2,2020
9,Nepal,24.7,2.6,3.2,38.9,31.0,314.2,0.3,2020
10,Philippines,24.6,3.4,3.9,29.0,25.3,237.1,0.4,2020
11,Argentina,24.5,1.9,1.9,51.9,51.3,1041.2,0.1,2020
12,Taiwan,23.7,1.4,1.5,72.6,66.6,142.5,0.7,2020
13,Singapore,22.3,2.3,2.8,43.0,36.0,142.1,0.7,2020
14,Thailand,22.3,3.2,3.7,31.0,26.9,185.7,0.5,2020
15,Vietnam,21.4,4.2,5.6,23.6,18.0,228.5,0.4,2020
16,Colombia,19.7,4.5,4.1,22.1,24.4,255.6,0.4,2020
17,Serbia,18.9,3.1,3.4,32.3,29.3,135.8,0.7,2020
18,Indonesia,18.9,4.8,5.1,20.9,19.7,220.8,0.5,2020
19,Algeria,17.8,3.0,3.8,33.3,26.2,150.3,0.7,2020
20,South Korea,17.4,1.5,1.8,67.3,55.9,121.8,0.8,2020
21,Armenia,16.6,5.8,5.7,17.1,17.4,214.0,0.5,2020
22,Brazil,16.4,4.1,4.3,24.3,23.2,188.6,0.5,2020
23,Uruguay,16.3,4.0,4.0,25.2,24.7,165.9,0.6,2020
24,Azerbaijan,16.2,5.2,5.4,19.0,18.4,165.3,0.6,2020
25,Albania,15.5,4.2,5.3,23.8,18.9,125.9,0.8,2020
26,Czech Republic,15.4,3.3,3.7,30.1,27.4,99.5,1.0,2020
27,Uzbekistan,15.3,6.1,7.2,16.4,13.8,288.7,0.3,2020
28,Peru,15.0,5.5,5.1,18.2,19.7,162.8,0.6,2020
29,Chile,14.9,4.3,3.9,23.0,25.7,106.3,0.9,2020
30,Hungary,14.8,3.8,4.3,26.3,23.4,116.5,0.9,2020
31,Belarus,14.6,5.0,4.6,19.9,21.6,223.2,0.4,2020
32,Georgia,14.2,7.6,8.5,13.1,11.7,196.1,0.5,2020
33,Morocco,14.2,4.5,4.7,22.3,21.5,114.3,0.9,2020
34,Croatia,13.7,3.4,3.5,29.3,28.2,101.7,1.0,2020
35,Dominican Republic,13.5,6.7,6.5,14.9,15.4,183.4,0.5,2020
36,Montenegro,13.2,4.6,4.4,21.9,22.9,117.5,0.9,2020
37,Lebanon,13.2,5.1,5.8,19.8,17.2,122.5,0.8,2020
38,Bangladesh,13.1,2.9,3.7,34.4,27.1,163.4,0.6,2020
39,France,13.0,2.4,3.0,41.0,33.1,76.7,1.3,2020
40,Egypt,13.0,5.6,6.2,18.0,16.0,193.9,0.5,2020
41,Japan,13.0,2.1,2.6,47.4,39.0,75.2,1.3,2020
42,Israel,12.8,3.2,3.1,31.2,32.3,90.3,1.1,2020
43,Ecuador,12.7,5.5,5.4,18.1,18.5,150.8,0.7,2020
44,Portugal,12.7,5.0,6.1,19.8,16.4,79.2,1.3,2020
45,Panama,12.6,8.2,8.0,12.2,12.5,101.9,1.0,2020
46,North Macedonia,12.6,4.0,4.0,24.9,24.8,106.1,0.9,2020
47,Bosnia And Herzegovina,12.6,3.4,3.2,29.7,31.1,98.1,1.0,2020
48,Malta,12.3,5.7,7.0,17.6,14.3,90.4,1.1,2020
49,Kuwait,12.3,3.4,5.3,29.6,19.0,100.3,1.0,2020
50,Ukraine,12.2,6.5,7.5,15.5,13.3,244.0,0.4,2020
51,Pakistan,12.0,4.9,5.3,20.5,19.0,178.8,0.6,2020
52,Luxembourg,11.6,3.5,4.0,28.4,24.9,69.7,1.4,2020
53,Poland,11.4,4.5,4.9,22.4,20.2,82.2,1.2,2020
54,India,11.4,3.0,3.6,33.5,27.8,126.2,0.8,2020
55,Romania,11.3,4.4,4.5,22.7,22.1,94.2,1.1,2020
56,Lithuania,10.9,4.1,4.3,24.4,23.1,68.5,1.5,2020
57,Austria,10.9,3.3,3.6,30.5,27.8,66.9,1.5,2020
58,Kazakhstan,10.9,6.5,6.0,15.4,16.7,176.9,0.6,2020
59,Russia,10.8,5.9,5.9,17.0,16.8,129.8,0.8,2020
60,Honduras,10.8,7.4,6.3,13.5,15.9,131.0,0.8,2020
61,Kosovo (Disputed Territory),10.7,4.8,5.2,20.9,19.2,82.6,1.2,2020
62,Mexico,10.7,5.9,5.8,17.0,17.3,132.7,0.8,2020
63,Tunisia,10.6,5.0,5.2,19.9,19.4,109.2,0.9,2020
64,Greece,10.6,4.2,4.1,23.7,24.4,81.9,1.2,2020
65,Slovenia,10.5,3.8,3.9,26.1,25.6,71.6,1.4,2020
66,Costa Rica,10.3,6.0,5.2,16.8,19.2,119.4,0.8,2020
67,Slovakia,10.2,5.1,5.4,19.6,18.4,60.2,1.7,2020
68,United Kingdom,10.1,3.5,4.1,28.4,24.3,68.7,1.5,2020
69,Guatemala,10.1,7.1,7.5,14.1,13.3,98.7,1.0,2020
70,Malaysia,9.9,3.7,3.9,27.3,25.4,75.4,1.3,2020
71,Italy,9.7,3.9,4.8,25.9,20.9,59.1,1.7,2020
72,Bolivia,9.7,6.9,6.9,14.6,14.4,100.1,1.0,2020
73,Germany,9.4,3.2,3.5,31.0,28.3,56.3,1.8,2020
74,Spain,9.4,4.6,5.2,21.6,19.2,58.7,1.7,2020
75,Sweden,9.3,3.1,3.5,32.5,28.5,61.6,1.6,2020
76,Iraq,9.1,5.9,7.4,16.9,13.5,99.7,1.0,2020
77,Oman,9.1,3.6,5.0,28.1,20.1,71.3,1.4,2020
78,Estonia,9.1,4.0,4.1,24.9,24.3,57.2,1.7,2020
79,Latvia,8.8,4.6,5.3,21.7,18.9,56.4,1.8,2020
80,Norway,8.8,3.6,4.1,27.5,24.5,57.3,1.7,2020
81,Switzerland,8.7,3.0,3.3,33.7,30.5,50.8,2.0,2020
82,Bahrain,8.6,7.5,7.8,13.4,12.9,77.2,1.3,2020
83,New Zealand,8.5,4.3,4.6,23.5,21.9,65.5,1.5,2020
84,Bulgaria,8.5,5.2,5.8,19.1,17.4,61.3,1.6,2020
85,Jordan,8.4,6.4,7.1,15.6,14.1,83.6,1.2,2020
86,Finland,8.3,3.3,4.3,30.3,23.4,48.1,2.1,2020
87,Cyprus,8.2,6.2,6.3,16.2,15.8,55.9,1.8,2020
88,Canada,8.0,4.3,5.3,23.3,18.9,56.4,1.8,2020
89,Turkey,7.8,5.5,5.9,18.1,16.8,155.5,0.6,2020
90,Australia,7.5,4.5,4.7,22.4,21.4,55.6,1.8,2020
91,Netherlands,7.5,5.3,5.6,18.9,18.0,47.1,2.1,2020
92,Ireland,7.5,6.6,7.1,15.1,14.2,52.5,1.9,2020
93,Denmark,7.5,4.0,4.1,24.8,24.6,44.6,2.2,2020
94,Belgium,6.9,4.9,5.1,20.3,19.7,41.3,2.4,2020
95,Iceland,6.7,6.5,7.2,15.5,14.0,59.4,1.7,2020
96,Trinidad And Tobago,6.1,11.4,7.6,8.8,13.1,54.5,1.8,2020
97,Qatar,5.8,7.2,7.4,13.9,13.5,45.3,2.2,2020
98,United Arab Emirates,5.3,9.0,9.1,11.1,11.0,39.2,2.5,2020
99,Namibia,5.2,10.3,10.3,9.7,9.7,65.4,1.5,2020
100,Palestine,4.4,7.2,7.5,14.0,13.3,46.5,2.2,2020
101,South Africa,3.9,9.9,11.3,10.1,8.9,47.5,2.1,2020
102,Puerto Rico,3.5,9.3,8.1,10.7,12.3,27.2,3.7,2020
103,United States,3.5,10.4,11.2,9.7,8.9,26.4,3.8,2020
104,Saudi Arabia,2.8,7.2,8.0,13.8,12.4,20.6,4.8,2020
1,Syria,63.2,2.9,3.2,34.0,31.7,709.4,0.1,2021
2,Hong Kong,45.2,1.6,1.7,61.6,57.6,288.3,0.3,2021
3,Jamaica,36.0,2.8,1.2,35.3,83.5,374.4,0.3,2021
4,Cambodia,35.8,5.0,5.6,20.0,18.0,429.0,0.2,2021
5,Sri Lanka,35.0,2.8,2.7,36.2,36.7,534.1,0.2,2021
6,Iran,34.2,4.1,4.9,24.2,20.4,730.0,0.1,2021
7,Philippines,30.1,3.3,3.3,30.5,30.8,294.6,0.3,2021
8,China,29.0,1.5,1.7,65.7,58.1,232.4,0.4,2021
9,Kenya,27.3,2.1,4.0,48.5,24.8,420.3,0.2,2021
10,Nepal,23.8,2.4,2.9,40.9,34.4,308.0,0.3,2021
11,Taiwan,23.6,1.5,1.5,67.1,65.1,141.6,0.7,2021
12,South Korea,23.6,1.1,1.2,95.1,81.5,163.6,0.6,2021
13,Argentina,22.7,2.2,2.3,45.0,43.8,941.2,0.1,2021
14,Thailand,22.2,3.2,3.6,31.6,27.5,179.8,0.6,2021
15,Indonesia,22.0,4.1,4.8,24.6,20.8,256.8,0.4,2021
16,Vietnam,20.6,4.0,5.8,24.8,17.3,223.9,0.4,2021
17,Singapore,19.4,2.4,3.1,41.3,32.7,121.0,0.8,2021
18,Colombia,18.7,5.1,4.7,19.6,21.4,239.8,0.4,2021
19,Armenia,18.0,5.1,4.9,19.8,20.4,229.0,0.4,2021
20,Chile,17.6,3.9,3.7,25.7,26.7,127.3,0.8,2021
21,Uruguay,17.3,3.9,3.8,25.9,26.1,174.5,0.6,2021
22,Algeria,17.1,3.2,4.0,31.4,24.8,151.4,0.7,2021
23,Serbia,17.1,3.1,3.4,32.7,29.7,124.2,0.8,2021
24,Peru,16.9,5.1,4.9,19.5,20.6,192.2,0.5,2021
25,Belarus,16.8,4.3,4.1,23.5,24.2,251.0,0.4,2021
26,Azerbaijan,16.6,4.8,5.4,20.7,18.4,176.8,0.6,2021
27,Brazil,16.1,4.1,4.3,24.4,23.5,181.4,0.6,2021
28,Kyrgyzstan,15.6,7.0,6.7,14.4,15.0,262.3,0.4,2021
29,Uzbekistan,15.6,6.1,7.0,16.3,14.3,337.1,0.3,2021
30,El Salvador,15.6,6.5,7.1,15.5,14.0,167.3,0.6,2021
31,Czech Republic,15.5,3.2,3.4,31.7,29.5,99.5,1.0,2021
32,Albania,14.8,4.3,5.2,23.2,19.3,117.5,0.9,2021
33,Bangladesh,14.4,3.3,3.4,30.7,29.3,180.7,0.6,2021
34,Paraguay,14.2,5.4,6.8,18.6,14.8,204.3,0.5,2021
35,Croatia,14.2,3.3,3.5,30.1,28.3,103.3,1.0,2021
36,Georgia,14.2,6.3,7.4,15.8,13.6,177.9,0.6,2021
37,Montenegro,14.1,4.3,4.3,23.2,23.4,131.0,0.8,2021
38,Lebanon,14.1,5.5,5.7,18.3,17.4,132.9,0.8,2021
39,Poland,14.0,4.2,4.9,23.9,20.3,106.9,0.9,2021
40,Israel,13.7,2.7,2.9,36.4,35.0,96.0,1.0,2021
41,Egypt,13.6,5.5,6.2,18.1,16.1,199.7,0.5,2021
42,Guatemala,13.6,7.2,7.2,13.8,13.9,134.5,0.7,2021
43,Morocco,13.5,4.6,4.9,21.6,20.5,109.7,0.9,2021
44,France,13.5,2.3,2.7,43.0,36.9,78.4,1.3,2021
45,Kuwait,13.2,3.2,5.1,31.6,19.5,113.1,0.9,2021
46,Japan,13.0,2.2,2.4,45.6,41.2,75.2,1.3,2021
47,Afghanistan,13.0,3.3,3.8,30.4,26.0,158.0,0.6,2021
48,Moldova,12.7,5.7,6.5,17.4,15.3,141.7,0.7,2021
49,North Macedonia,12.7,4.0,3.8,24.8,26.2,105.0,1.0,2021
50,Portugal,12.7,4.8,5.8,20.9,17.3,78.6,1.3,2021
51,Pakistan,12.6,4.5,4.7,22.1,21.2,186.2,0.5,2021
52,Ecuador,12.6,5.8,6.0,17.3,16.6,152.3,0.7,2021
53,Malta,12.5,5.4,6.5,18.4,15.5,91.6,1.1,2021
54,Panama,12.3,7.4,7.0,13.6,14.2,101.3,1.0,2021
55,Luxembourg,12.2,3.3,3.7,30.1,27.3,72.1,1.4,2021
56,Tunisia,11.8,4.8,4.8,20.8,21.0,126.5,0.8,2021
57,Dominican Republic,11.8,7.3,7.4,13.7,13.5,158.8,0.6,2021
58,Hungary,11.6,3.8,4.0,26.4,24.8,91.4,1.1,2021
59,Mongolia,11.5,7.2,6.6,13.9,15.1,138.1,0.7,2021
60,India,11.3,3.0,3.7,32.9,27.2,123.7,0.8,2021
61,Kosovo (Disputed Territory),11.2,5.0,5.1,19.9,19.7,85.7,1.2,2021
62,Slovakia,11.1,4.6,4.8,22.0,20.8,64.7,1.5,2021
63,Russia,11.1,5.8,5.6,17.3,17.9,130.3,0.8,2021
64,Lithuania,11.0,3.7,4.2,27.0,23.9,69.3,1.4,2021
65,Slovenia,10.9,3.8,3.9,26.3,25.8,73.6,1.4,2021
66,Ukraine,10.8,6.8,7.4,14.7,13.5,207.8,0.5,2021
67,Bosnia And Herzegovina,10.7,3.3,3.3,30.0,30.5,79.6,1.3,2021
68,Romania,10.7,4.4,4.5,22.6,22.2,90.3,1.1,2021
69,Mexico,10.5,6.4,6.5,15.7,15.5,131.1,0.8,2021
70,Austria,10.4,3.2,3.5,31.7,28.9,63.7,1.6,2021
71,Greece,10.1,4.5,4.3,22.4,23.4,77.8,1.3,2021
72,Honduras,10.1,7.0,5.1,14.4,19.5,124.8,0.8,2021
73,Costa Rica,10.1,5.8,5.2,17.2,19.1,113.7,0.9,2021
74,Malaysia,9.9,3.6,4.0,27.9,24.9,74.7,1.3,2021
75,Kazakhstan,9.6,6.9,6.7,14.6,14.9,148.0,0.7,2021
76,Spain,9.6,4.5,5.2,22.3,19.1,60.1,1.7,2021
77,United Kingdom,9.6,3.7,4.1,27.0,24.3,64.7,1.5,2021
78,Italy,9.5,3.8,4.8,26.3,20.7,57.3,1.7,2021
